verb,noun,count,percentage
fill,cup,3,0.004
move,tin,3,0.004
cut,coriander,3,0.004
drain,potato,3,0.004
dry,squeezer:lime,3,0.004
grab,bowl:salad,3,0.004
mix,lettuce,3,0.004
move,mushroom,3,0.004
fold,bag:mozzarella,3,0.004
get,mat:table,3,0.004
apply,spice,3,0.004
get,lid,3,0.004
grab,egg,3,0.004
drain,lid,3,0.004
insert-into,cheese,3,0.004
grab,foil,3,0.004
clean,cupboard,3,0.004
clean,desk,3,0.004
lock,cover:food:processor,3,0.004
insert,holder:filter,3,0.004
change,temperature:oven,3,0.004
adjust,salmon,3,0.004
close,box:tea,3,0.004
dry,piece:lemon:squeezer,3,0.004
compress,rubbish,3,0.004
look-at,recipe,3,0.004
move,beaker,3,0.004
hold,sink:empty,2,0.003
take,foil,2,0.003
close,cup,2,0.003
put-down,avocado,2,0.003
take,cork,2,0.003
put-down,box:cereal,2,0.003
put,tin:chopped:tomato,2,0.003
take,filter:sink,2,0.003
take,corn:sweet,2,0.003
close,bit:cheese:packet,2,0.003
take,liquid:cleaning,2,0.003
close,box:egg,2,0.003
take,dish:dirty,2,0.003
put,tomato:sun:dried,2,0.003
hold,dish:oven,2,0.003
put-down,bit:onion,2,0.003
close,cover:blender,2,0.003
take,coriander,2,0.003
put-back,tray,2,0.003
put-down,bag:plastic,2,0.003
close,basket:waste,2,0.003
put-back,lid,2,0.003
close,container:food,2,0.003
take,drink:almond,2,0.003
close,bin:bread,2,0.003
take,gravy,2,0.003
put-down,bowl:sugar,2,0.003
put-down,basket,2,0.003
take,lid:box,2,0.003
put-down,bag:oregano,2,0.003
close,drink:almond,2,0.003
put-down,bag:pine:nut,2,0.003
put-down,bowl:plate,2,0.003
take,humus,2,0.003
take,lid:tin,2,0.003
take,ingredient,2,0.003
close,carafe,2,0.003
close,bun:steamed,2,0.003
put-down,bag:carrot,2,0.003
hold,tray,2,0.003
close,dressing:salad,2,0.003
take,milk:soya,2,0.003
hold,squeezer,2,0.003
put-down,bottle:cooking:wine,2,0.003
put-away,powder:coconut,2,0.003
close,bowl:sugar,2,0.003
put-away,plate,2,0.003
take,cup:coffee,2,0.003
put-away,phone,2,0.003
put-down,book,2,0.003
hold,handle:pan,2,0.003
close,door:refrigerator,2,0.003
hold,butter,2,0.003
put-down,block:chopping,2,0.003
put-away,coffee,2,0.003
put-down,board,2,0.003
take,knife:wash,2,0.003
close,bottle:soy:sauce,2,0.003
take,fish,2,0.003
close,bottle:passata,2,0.003
close,drawer:vegetable,2,0.003
close,bottle:water,2,0.003
hit-with,end:milk:bottle,2,0.003
take,juice,2,0.003
put,tuna,2,0.003
hit,sponge,2,0.003
put-away,spice,2,0.003
take,liquid:dishwashing,2,0.003
take,degreaser,2,0.003
close,counter,2,0.003
take,cover,2,0.003
put,turmeric,2,0.003
hit-on,spatula,2,0.003
take,cube:ice,2,0.003
put-away,scale,2,0.003
take,film:cling,2,0.003
take,cutter:pizza,2,0.003
take,flatware,2,0.003
put-away,raisin,2,0.003
hold,tablet:rennet,2,0.003
take,cube:stock,2,0.003
take,paella,2,0.003
take,condiment,2,0.003
grab,nutella,2,0.003
sweep-off,flour,2,0.003
put-down,package:fish:finger,2,0.003
grab,coffee,2,0.003
grab,chorizo,2,0.003
put-down,packet:cheese,2,0.003
put-down,packet:coriander,2,0.003
swap,pan,2,0.003
swallow,tablet,2,0.003
submerge,utensil,2,0.003
submerge,tin,2,0.003
grab,capsule,2,0.003
close,packaging,2,0.003
submerge,piece:lemon:squeezer,2,0.003
put-down,parsley,2,0.003
put-down,part:juicer,2,0.003
submerge,fork,2,0.003
close,packaging:salad,2,0.003
grab,container:salt,2,0.003
put-down,opener:can,2,0.003
grab,courgette,2,0.003
grab,gas,2,0.003
grab,mozzarella,2,0.003
grab,moka,2,0.003
grab,mitt:oven,2,0.003
switch-on,lighter,2,0.003
switch-on,heat,2,0.003
grab,juice,2,0.003
grab,handful:carrot,2,0.003
switch-off,heat,2,0.003
put-down,onion:chopped,2,0.003
grab,filter,2,0.003
switch,spade,2,0.003
close,package:pasta,2,0.003
grab,drink,2,0.003
grab,cup:measuring,2,0.003
swirl-in,water,2,0.003
put-down,omelette,2,0.003
put-down,peel,2,0.003
put-down,peel:lemon,2,0.003
stuff,tortilla,2,0.003
put-down,scourer,2,0.003
stir-with,pasta,2,0.003
put-down,salami,2,0.003
get-on,cheese,2,0.003
close,paste:garlic,2,0.003
close,paste:miso,2,0.003
put-down,saucepan:large,2,0.003
get-from,oil,2,0.003
put-down,shaker,2,0.003
stir-with,soup,2,0.003
stir-in,potato,2,0.003
stir-in,pistachio,2,0.003
stir-in,piece:meat,2,0.003
put-down,slice:mozzarella,2,0.003
close,pot:moka,2,0.003
put-down,slicer:onion,2,0.003
get,wrap:plastic,2,0.003
put-down,rug,2,0.003
get-out,bag,2,0.003
grab,board:chopping,2,0.003
put-down,pitcher,2,0.003
grab,bit:carrot,2,0.003
stretch-out,dough,2,0.003
close,packet:cheese,2,0.003
put-down,piece:food:processor,2,0.003
grab,banana,2,0.003
grab,ball:dough,2,0.003
grab,bag:spaghetti,2,0.003
straighten-out,edge:dough,2,0.003
stop,grinder:coffee,2,0.003
close,packing:oat,2,0.003
grab,almond,2,0.003
get-with,water,2,0.003
put-down,powder:curry,2,0.003
put-down,rack:knife,2,0.003
store,bowl,2,0.003
store,bag,2,0.003
switch-on,tap:water,2,0.003
put-down,lettuce,2,0.003
close,flap,2,0.003
grab,opener:bottle,2,0.003
halve,lemon,2,0.003
take,broccoli:tenderstem,2,0.003
take,bread:toast,2,0.003
close,juice,2,0.003
grind-into,salt,2,0.003
grate-onto,pepper,2,0.003
take,box:lunch,2,0.003
take,box:fruit,2,0.003
grate-on,cheese,2,0.003
put-down,control:remote,2,0.003
close,lid:bin,2,0.003
put-down,coriander,2,0.003
put-down,counter,2,0.003
grate-into,ginger,2,0.003
put-down,cream,2,0.003
put-down,cube:stock,2,0.003
take,bottle:soy:sauce,2,0.003
halve,onion,2,0.003
put-down,cleaner,2,0.003
hand,cloth,2,0.003
close,ham,2,0.003
take,cloth:washing,2,0.003
put-down,bread:pitta,2,0.003
put-down,breadstick,2,0.003
hang-up,towel:tea,2,0.003
put-down,brush:washing:up,2,0.003
take,cleaner,2,0.003
hang-up,mug,2,0.003
put-down,cafetiere,2,0.003
take,cafetiere,2,0.003
put-down,cap,2,0.003
put-down,cap:bottle,2,0.003
put-down,carton:egg,2,0.003
close,jar:honey,2,0.003
put-down,celery,2,0.003
put-down,cellar:salt,2,0.003
put-down,chilli,2,0.003
grab,tray:baking,2,0.003
take,bottle:milk,2,0.003
grab,towel:tea,2,0.003
put-down,jar:honey,2,0.003
grab,plug,2,0.003
grab,plastic,2,0.003
put-down,holder:filter,2,0.003
put-down,hummus,2,0.003
close,mayonnaise,2,0.003
put-down,infuser:tea,2,0.003
grab,piece:cucumber,2,0.003
put-down,jar:pepper,2,0.003
grab,potato,2,0.003
grab,piece:carrot,2,0.003
put-down,juice:fruit,2,0.003
put-down,kale,2,0.003
grab,peanut,2,0.003
grab,pancake,2,0.003
grab,package,2,0.003
grab,oregano,2,0.003
put-down,grinder:coffee,2,0.003
take,bag:mozzarella,2,0.003
take,pack:meat,2,0.003
put-down,food,2,0.003
take,bit:onion,2,0.003
take,biscuit,2,0.003
grab,soap,2,0.003
take,beer,2,0.003
put-down,flatware,2,0.003
grab,skin:onion,2,0.003
take,basket,2,0.003
put-down,fork:wooden,2,0.003
put-down,grater:cheese,2,0.003
take,basil,2,0.003
put-down,fruit,2,0.003
grab,salmon,2,0.003
close,lid:tupperware,2,0.003
put-down,glass:wine,2,0.003
grab,roll:paper,2,0.003
grab,remote,2,0.003
hold-down,meat,2,0.003
insert,whisk,2,0.003
take,pack:pasta,2,0.003
take-out,egg,2,0.003
pour-into,tomato,2,0.003
pour-into,vegetable,2,0.003
pour-into,vinegar:rice,2,0.003
take-out,dish,2,0.003
pour-into,water:tonic,2,0.003
pour-into,wine,2,0.003
pour-into,wine:cooking,2,0.003
take-out,cup:measuring,2,0.003
pour-on,berry,2,0.003
pour-on,egg,2,0.003
clean,filter:sink,2,0.003
take-out,corn,2,0.003
take-out,core,2,0.003
pour-on,pepper,2,0.003
take-out,coffee,2,0.003
clean,floor,2,0.003
take-out,clothes,2,0.003
take-out,chicken,2,0.003
pour-on,vinegar,2,0.003
clean,filter:coffee,2,0.003
take-out,food,2,0.003
pull,wire:kettle,2,0.003
take-out,fridge,2,0.003
take-out,package,2,0.003
take-out,onion,2,0.003
clean,carrot,2,0.003
pour-into,lettuce,2,0.003
look-at,bun:steamed,2,0.003
take-out,lid,2,0.003
look-at,bottle:milk,2,0.003
take-out,lettuce,2,0.003
take-out,leek,2,0.003
take-out,kale,2,0.003
clean,cover,2,0.003
take-out,jar,2,0.003
pour-into,pan,2,0.003
pour-into,passata,2,0.003
pour-into,pistachio,2,0.003
pour-into,potato,2,0.003
take-out,heart,2,0.003
pour-into,powder:biscuit,2,0.003
pour-into,powder:cocoa,2,0.003
pour-on,water,2,0.003
take-out,cheese:feta,2,0.003
pour-onto,flour,2,0.003
take-out,broccoli,2,0.003
lift-off,foil,2,0.003
press,curry,2,0.003
press,oat,2,0.003
clean,maker:coffee,2,0.003
clean,meat,2,0.003
press,pepper,2,0.003
take-off,film:cling,2,0.003
lift,thermometer,2,0.003
press-down,aeropress,2,0.003
press-down,lid,2,0.003
press-in,garlic,2,0.003
take-off,bit:carrot,2,0.003
press-on,meat,2,0.003
take-of,lid:pot,2,0.003
pull,door:microwave,2,0.003
lift,lid:pan,2,0.003
pull,finger:rubber:glove,2,0.003
take-in,mug,2,0.003
lift,holder:napkin,2,0.003
press,biscuit,2,0.003
press,ball:dough,2,0.003
press,bag,2,0.003
pour-out,pasta,2,0.003
pour-onto,oil,2,0.003
pour-onto,oil:olive,2,0.003
lift-up,bowl:washing:up,2,0.003
pour-onto,rice,2,0.003
pour-out,bottle,2,0.003
take-out,board:cutting,2,0.003
take-out,basket,2,0.003
take-out,avocado,2,0.003
pour-out,sauce:black:bean,2,0.003
take-off,onion,2,0.003
take-off,wrap:plastic,2,0.003
take-off,sticker,2,0.003
pour-out,water:remaining,2,0.003
clean,lime,2,0.003
pour-over,spice,2,0.003
pour-over,water,2,0.003
take-off,pizza,2,0.003
take-off,piece:tofu,2,0.003
take-out,package:cheese,2,0.003
look-at,instruction,2,0.003
clean,cafetiere,2,0.003
look-inside,bottle:milk,2,0.003
tear,paper:foil,2,0.003
tear,floret:broccoli,2,0.003
tear,broccoli,2,0.003
chop,lettuce,2,0.003
mark,dough,2,0.003
pour,oat,2,0.003
taste,squash,2,0.003
pour,oregano,2,0.003
pour,pea,2,0.003
pour,pesto,2,0.003
chop,piece:broccoli,2,0.003
taste,curry,2,0.003
pour,raisin,2,0.003
pour,salad,2,0.003
chop,salad,2,0.003
chop,slice:pepper,2,0.003
tap-off,water,2,0.003
tap-against,ladle,2,0.003
look-inside,oven,2,0.003
pour,liquid:dishwashing,2,0.003
pour,liquid:cleaning,2,0.003
chop,kiwi,2,0.003
chop,fish,2,0.003
throw,bottle:oil,2,0.003
plug,plug,2,0.003
chop,chicken,2,0.003
throw,bit:plastic,2,0.003
measure-in,coconut,2,0.003
position,filter,2,0.003
position,grill,2,0.003
pour,almond,2,0.003
test,knife,2,0.003
pour,juice,2,0.003
pour,caper,2,0.003
test,blade,2,0.003
pour,courgette,2,0.003
pour,dressing:salad,2,0.003
pour,egg:whisked,2,0.003
pour,extract:vanilla,2,0.003
pour,food,2,0.003
pour,glass:wine,2,0.003
pour,vegetable,2,0.003
look-in,sink,2,0.003
pour-into,cheese:grated,2,0.003
tap,meat,2,0.003
look-at,tub,2,0.003
take-out,tomato:cherry,2,0.003
take-out,tea,2,0.003
chuck-into,carrot,2,0.003
take-out,spice,2,0.003
pour-in,pepper,2,0.003
take-out,slice:toast:bread,2,0.003
take-out,skin,2,0.003
pour-in,powder:curry,2,0.003
take-out,sausage,2,0.003
pour-in,sauce:tomato,2,0.003
pour-in,smoothie,2,0.003
pour-in,soap,2,0.003
pour-in,softener,2,0.003
look-at,packet:tablet,2,0.003
clean,basin,2,0.003
pour-in,water:hot,2,0.003
pour-inside,water,2,0.003
clean,bowl:glass,2,0.003
take-out,tomato:sun:dried,2,0.003
take-out,tray:baking,2,0.003
take-out,tray:oven,2,0.003
pour-from,meat,2,0.003
tap,knife:paring,2,0.003
tap,grater,2,0.003
tap,finger,2,0.003
pour-down,onion,2,0.003
tap,dough,2,0.003
tap,bottle:milk,2,0.003
pour-from,juice:lemon,2,0.003
look-in,cupboard,2,0.003
look-for,tub,2,0.003
take-out,tuna,2,0.003
take-with,dish,2,0.003
pour-from,oil:olive,2,0.003
pour-from,onion,2,0.003
pour-from,sauce:tahini,2,0.003
take-out,yoghurt,2,0.003
look-for,cupboard,2,0.003
look-for,bag,2,0.003
chop-off,top,2,0.003
clean,onion,2,0.003
pull-down,cup,2,0.003
take,package,2,0.003
put,humus,2,0.003
put,jar:sugar,2,0.003
put,jeera,2,0.003
take,scale,2,0.003
put,knife:mincing,2,0.003
take,saucepan:small,2,0.003
take,sauce:pesto,2,0.003
take,sauce:fish,2,0.003
clean-with,floor,2,0.003
put,lid:box,2,0.003
put,lid:pan,2,0.003
take,sandwich,2,0.003
take,salmon,2,0.003
inspect,belly:pork,2,0.003
take,rest:teabag,2,0.003
put,meat,2,0.003
put,mushroom,2,0.003
insert-in,coffee,2,0.003
clean-with,table,2,0.003
put-down,square:paper,2,0.003
take,seed:cumin,2,0.003
put,hummus,2,0.003
pull-from,lid,2,0.003
take,short:boxer,2,0.003
lather,carafe,2,0.003
put,cupboard,2,0.003
lather,board:chopping,2,0.003
clean,washing,2,0.003
take,spray:cleaning,2,0.003
put,drawer,2,0.003
put,dustpan,2,0.003
put,end:tomato,2,0.003
put,film:cling,2,0.003
julienne,carrot,2,0.003
clean-around,sink,2,0.003
put,fish,2,0.003
put,foil,2,0.003
inspect,towel:tea,2,0.003
inspect,saucepan,2,0.003
inspect,potato,2,0.003
put,ginger,2,0.003
take,skin:garlic,2,0.003
take,skin:banana,2,0.003
put,oregano,2,0.003
clean-with,water,2,0.003
put,package,2,0.003
take,pot:tea,2,0.003
close,bag:cereal,2,0.003
take,parmesan,2,0.003
put,roll:kitchen,2,0.003
take,paper:tissue,2,0.003
put,rusk,2,0.003
put,sauce:fish,2,0.003
take,pak,2,0.003
put,saucer,2,0.003
hone,knife,2,0.003
put,seed:cumin,2,0.003
take,packet:crisp,2,0.003
close,bag:rice,2,0.003
take,package:sausage,2,0.003
take,package:bread,2,0.003
take,package:blueberry,2,0.003
hold-onto,saucepan,2,0.003
hold-onto,pan,2,0.003
hold-onto,handle:saucepan,2,0.003
hold-onto,handle:pan,2,0.003
take,pea,2,0.003
increase,flow:tap,2,0.003
insert,blade:chopping,2,0.003
take,plastic,2,0.003
put,package:pasta,2,0.003
insert,support,2,0.003
clean-with,water:tap,2,0.003
put,paper,2,0.003
put,paprika,2,0.003
put,parmesan,2,0.003
insert,slice:bread,2,0.003
insert,pot,2,0.003
insert,holder:coffee,2,0.003
close,app,2,0.003
insert,grid,2,0.003
take,piece:onion,2,0.003
put,piece:cutlery,2,0.003
insert,cup,2,0.003
put,plate:salad,2,0.003
insert,container,2,0.003
insert,capsule,2,0.003
close,almond,2,0.003
lather,chopstick,2,0.003
lather,colander:soap,2,0.003
lather,container:soap,2,0.003
push-into,dough,2,0.003
push,bin,2,0.003
clean,part:teapot,2,0.003
push,bottle,2,0.003
push,bowl,2,0.003
clean,peeler,2,0.003
take-from,cup,2,0.003
push,door:cupboard,2,0.003
push,door:oven,2,0.003
take-from,cucumber,2,0.003
push,lever:toaster,2,0.003
push,rice,2,0.003
take-from,chilli,2,0.003
let,pan,2,0.003
push-down,battery,2,0.003
push-down,door:dishwasher,2,0.003
let,handle:saucepan,2,0.003
take-from,cheese,2,0.003
push-down,salmon,2,0.003
push-into,ball:dough,2,0.003
push,aeropress,2,0.003
pump-onto,soap,2,0.003
take-from,garbage,2,0.003
take-from,mustard,2,0.003
take-from,salami,2,0.003
lift,foil:silver,2,0.003
pull-off,stalk,2,0.003
take-from,pan,2,0.003
take-from,package:popcorn,2,0.003
take-from,package:cookie,2,0.003
pull-out,carrot,2,0.003
take-from,oil,2,0.003
lift,base:coffee:machine,2,0.003
take-from,garlic,2,0.003
pull-out,drawer:fridge,2,0.003
pull-out,drawer:vegetable,2,0.003
take-from,meat,2,0.003
take-from,knife,2,0.003
take-from,hummus,2,0.003
pull-out,towel:tea,2,0.003
pull-out,tray,2,0.003
pull-out,tupperware,2,0.003
take-from,butter,2,0.003
take-from,bread:toast,2,0.003
put,cucumber:cut,2,0.003
take-from,bread:pitta,2,0.003
put,breast:chicken,2,0.003
take,tortilla,2,0.003
take,tongs,2,0.003
take,tomato:chopped,2,0.003
put,cap:sink,2,0.003
clean,surface:kitchen,2,0.003
put,carafe,2,0.003
lather,scoop,2,0.003
take,tin:chopped:tomato,2,0.003
lather,knife:mincing,2,0.003
take,teabag,2,0.003
put,cob,2,0.003
put,coconut,2,0.003
take,support:pan,2,0.003
take,supplement,2,0.003
lather,cutlery,2,0.003
put,cover:plate,2,0.003
take,steak,2,0.003
put,cube:stock,2,0.003
clean,spoon:wooden,2,0.003
put,bowl:washing,2,0.003
put,bowl:dough,2,0.003
put,base:pizza,2,0.003
take-from,bottle:tonic:water,2,0.003
take-from,bottle:milk,2,0.003
put,almond,2,0.003
leave-in,spoon:wooden,2,0.003
take-from,bag,2,0.003
put,bag:pine:nut,2,0.003
put,bag:plastic,2,0.003
take,wrap:elastic,2,0.003
put,basket,2,0.003
put,bottle:vinegar,2,0.003
clean,sauce:soy,2,0.003
take,wok,2,0.003
clean,scissors,2,0.003
leave,knife,2,0.003
clean,sink:water,2,0.003
lay-out,dough,2,0.003
take,turmeric,2,0.003
put,bottle:sauce,2,0.003
stir-in,chicken,2,0.003
stir,ingredient:pan,2,0.003
put-down,squash,2,0.003
put-onto,meat,2,0.003
empty,infuser:tea,2,0.003
separate,piece:tofu,2,0.003
separate,piece:cucumber,2,0.003
separate,piece:carrot,2,0.003
separate,onion:spring,2,0.003
put-onto,glass,2,0.003
put-onto,glass:wine,2,0.003
empty,food,2,0.003
put-onto,lid:saucepan,2,0.003
put-onto,mesh,2,0.003
scrape-with,butter,2,0.003
put-onto,mixture,2,0.003
separate,choi:pak,2,0.003
separate,bun,2,0.003
put-onto,omelette,2,0.003
select,temperature,2,0.003
select,setting:oven,2,0.003
put-onto,peeler,2,0.003
put-onto,piece:bread,2,0.003
put-onto,piece:lemon:squeezer,2,0.003
put-onto,cover,2,0.003
put-onto,chicken,2,0.003
put-onto,cheese,2,0.003
serve,curry,2,0.003
cut-into,slice:mozzarella,2,0.003
put-on,teapot,2,0.003
put-on,teaspoon,2,0.003
put-on,thyme,2,0.003
put-on,tin,2,0.003
cut-off,bag:carrot:packing,2,0.003
set-off,alarm,2,0.003
set-down,pot:coffee,2,0.003
put-on,topping,2,0.003
set,timer:oven,2,0.003
put-on,tuna,2,0.003
set,machine:sous:vide,2,0.003
put-on,wrap,2,0.003
put-onto,bin,2,0.003
serve,paneer:saag,2,0.003
put-onto,bottle,2,0.003
empty,milk,2,0.003
put-onto,bread,2,0.003
put-onto,breast:chicken,2,0.003
put-onto,piece:onion,2,0.003
empty,curd:cheese,2,0.003
put-onto,sausage,2,0.003
scrub,sink,2,0.003
rearrange,onion,2,0.003
rearrange,pepperoni,2,0.003
empty,box:lunch,2,0.003
rearrange,pot,2,0.003
dice,tofu,2,0.003
dip,carrot,2,0.003
scrub,lid,2,0.003
remove,apron,2,0.003
scrub,cutlery,2,0.003
dispose-of,coffee,2,0.003
distribute,basil,2,0.003
eat,slice:potato,2,0.003
remove,clothes,2,0.003
remove,clove:garlic,2,0.003
screw,section:coffee:maker,2,0.003
distribute,mincemeat,2,0.003
remove,cream,2,0.003
distribute,mixture:cheese,2,0.003
remove,end:tomato,2,0.003
rearrange,leek,2,0.003
rearrange,egg,2,0.003
put-onto,slice:cheese,2,0.003
rearrange,cover:plate,2,0.003
search-for,plate,2,0.003
put-onto,tortilla,2,0.003
empty,content:bowl,2,0.003
cut-with,cheese,2,0.003
empty,container,2,0.003
search,spoon,2,0.003
put-to,salt,2,0.003
put-under,pan,2,0.003
search,cover,2,0.003
search,bowl,2,0.003
put-unto,towel,2,0.003
seal,container:food,2,0.003
empty,cheese,2,0.003
raise,lid,2,0.003
read,geographic:national,2,0.003
read,label,2,0.003
scrub-inside,glass,2,0.003
read,temperature:thermometer,2,0.003
scrub,tupperware,2,0.003
shake,blackberry,2,0.003
shake,blender,2,0.003
put-on,steak,2,0.003
feel,piece:tofu,2,0.003
feel,bun:bao,2,0.003
cut,slice:lemon,2,0.003
put-on,grill,2,0.003
feel,bread,2,0.003
feel,board:chopping,2,0.003
shake,vegetable,2,0.003
shake,tub:tupperware,2,0.003
shake,tray,2,0.003
shake,towel:tea,2,0.003
put-on,juicer:lime,2,0.003
shake,tomato:chopped,2,0.003
put-on,leek,2,0.003
shake,stirrer,2,0.003
put-on,lid:container,2,0.003
cut,stick:crab,2,0.003
cut,tablet:rennet,2,0.003
put-on,lid:pot,2,0.003
put-on,lid:saucepan,2,0.003
cut,tofu,2,0.003
feel,end:thermometer,2,0.003
put-on,flour,2,0.003
shake,rest:spoon,2,0.003
feel,temperature:bowl,2,0.003
fill,box:carrot,2,0.003
fill,bowl:washing:up,2,0.003
fill,bowl:salad,2,0.003
put-on,chilli,2,0.003
put-on,chorizo,2,0.003
fill,bottle:water,2,0.003
put-on,clove:garlic,2,0.003
cut,sauce,2,0.003
put-on,container,2,0.003
shape,dough,2,0.003
fill,bin,2,0.003
put-on,corncob,2,0.003
fetch,onion,2,0.003
shake-out,water,2,0.003
feel,towel:tea,2,0.003
cut,skin:potato,2,0.003
put-on,egg,2,0.003
put-on,film,2,0.003
put-on,filter,2,0.003
put-on,liquid:cleaning,2,0.003
put-on,meat:mix,2,0.003
shake,bowl:salad,2,0.003
shake,drink:almond,2,0.003
cut-into,dough,2,0.003
put-on,salad,2,0.003
put-on,salami,2,0.003
empty,teapot,2,0.003
put-on,sauce:pesto,2,0.003
put-on,sauce:soy,2,0.003
shake,courgette,2,0.003
shake,container:salt,2,0.003
put-on,sausage,2,0.003
cut-into,fish,2,0.003
put-on,shelf,2,0.003
put-on,short,2,0.003
empty,strainer,2,0.003
shake,chicken,2,0.003
put-on,slicer,2,0.003
shake,capsule,2,0.003
empty,rice,2,0.003
put-on,spatula,2,0.003
put-on,spinner:salad,2,0.003
put-on,rest:teabag,2,0.003
cut-into,cucumber,2,0.003
shake,pot:first,2,0.003
put-on,pot:teapot,2,0.003
shake,plate,2,0.003
put-on,mixture,2,0.003
shake,pasta,2,0.003
put-on,oil:chilli,2,0.003
shake,onion,2,0.003
put-on,olive,2,0.003
ensure,sink,2,0.003
cut-in,cheese,2,0.003
put-on,packaging,2,0.003
put-on,pan:cast:iron,2,0.003
shake,milk,2,0.003
put-on,patty,2,0.003
put-on,patty:tuna,2,0.003
cut-in,slice:bread,2,0.003
put-on,piece:lemon:squeezer,2,0.003
put-on,piece:onion,2,0.003
shake,knife,2,0.003
put-on,plastic,2,0.003
shake,juice,2,0.003
eat,roll:sausage,2,0.003
eat,potato:sweet,2,0.003
stir-in,butter,2,0.003
roll-into,dough,2,0.003
rinse,cucumber,2,0.003
rinse,cup:small,2,0.003
roll-out,foil:transparent,2,0.003
dry,ham,2,0.003
rinse,front:plate,2,0.003
rinse,funnel,2,0.003
dry,grill,2,0.003
roll-out,ball:dough,2,0.003
dry,floor,2,0.003
dry,cutlery,2,0.003
remove,ladder,2,0.003
rinse,guard,2,0.003
rinse,guard:hand,2,0.003
rinse,holder:coffee,2,0.003
rinse,infuser:tea,2,0.003
dry,colander,2,0.003
dry,box,2,0.003
roll,lemon,2,0.003
dry,apple,2,0.003
drop-on,floor,2,0.003
rotate,board:chopping,2,0.003
rinse,corn:sweet,2,0.003
rinse,coriander,2,0.003
dry,knife:mincing,2,0.003
rub-on,oil,2,0.003
drain-into,pan,2,0.003
rotate-around,dough,2,0.003
rotate,thermometer,2,0.003
dry,ramekin,2,0.003
rotate,slice:bread,2,0.003
rinse,bottle:milk,2,0.003
dry,pot:coffee,2,0.003
dry,pan:frying,2,0.003
rinse,can:tin,2,0.003
rinse,cap,2,0.003
rinse,cap:sink,2,0.003
dry,lime,2,0.003
rinse,carrot,2,0.003
dry,lid:saucepan,2,0.003
rotate,dough,2,0.003
rotate,cucumber,2,0.003
rinse,chopstick,2,0.003
rinse,cloth:wiping,2,0.003
rinse,lid:bottle,2,0.003
drink,gin,2,0.003
rinse,lid:pot,2,0.003
rinse,presser,2,0.003
rinse,rag:dish,2,0.003
rinse,ramekin,2,0.003
rinse,rim:jar,2,0.003
drizzle-on,oil:olive,2,0.003
drop,piece:courgette,2,0.003
drop,piece:carrot,2,0.003
rinse,scoop,2,0.003
rinse-off,knife,2,0.003
drop,onion,2,0.003
rinse,slicer,2,0.003
rinse,spatula:wooden,2,0.003
drop,leek,2,0.003
rinse,wool:steel,2,0.003
rinse,tub:tupperware,2,0.003
rinse,strainer:teapot,2,0.003
rinse,towel,2,0.003
rinse,tap,2,0.003
rinse,tongs,2,0.003
rinse,tong,2,0.003
rinse-off,spoon,2,0.003
drop,sponge,2,0.003
drop-into,yoghurt,2,0.003
rinse-out,bowl:washing:up,2,0.003
rinse,lid:tin,2,0.003
roll,bowl:dough,2,0.003
drop-into,peanut,2,0.003
rinse,moka,2,0.003
rinse,mould:cake,2,0.003
rinse,package,2,0.003
drop-into,floret,2,0.003
rinse,pad:scouring,2,0.003
drop-into,cucumber,2,0.003
drop-into,cube:ice,2,0.003
rip,meat:open,2,0.003
